,isbn,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,image_url,small_image_url
5985,159582748X,"Bryan Konietzko, Michael Dante DiMartino, Aaron Ehasz, Alison Wilgus, Amy Kim Ganter, Brian Ralph, Corey Lewis, Dave Roman, Elsa Garagarza, Ethan Spaulding, Frank Pittarese, Gurihiru, J. Torres, Joaquim Dos Santos, Johane Matte, John O'Bryan, Joshua Hamilton, Justin Ridge, Kaite Mattila, May Chan, Rawles Marie Lumumba, Reagan Lodge, Tim Hedrick, Tom McWeeney",2011.0,Avatar The Last Airbender: The Lost Adventures,Avatar: The Last Airbender: The Lost Adventures,en-US,4.41,14288,https://images.gr-assets.com/books/1297596036m/10450750.jpg,https://images.gr-assets.com/books/1297596036s/10450750.jpg
5987,1416916172,Margaret Sidney,1881.0,Five Little Peppers and How They Grew,Five Little Peppers and How They Grew,eng,4.03,19780,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5988,1599903229,Jessica Day George,2009.0,Princess of the Midnight Ball,"Princess of the Midnight Ball (The Princesses of Westfalin Trilogy, #1)",eng,3.92,26804,https://images.gr-assets.com/books/1312063284m/3697927.jpg,https://images.gr-assets.com/books/1312063284s/3697927.jpg
5990,140505393,Barbara Cooney,1981.0,Miss Rumphius,Miss Rumphius,eng,4.45,20403,https://images.gr-assets.com/books/1281468926m/334818.jpg,https://images.gr-assets.com/books/1281468926s/334818.jpg
5991,20306652,Jim Bouton,1970.0,Ball Four,Ball Four,eng,3.99,12805,https://images.gr-assets.com/books/1391414699m/762563.jpg,https://images.gr-assets.com/books/1391414699s/762563.jpg
5992,140120256X,"Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean",2004.0,"Fables, Volume 3: Storybook Love","Fables, Vol. 3: Storybook Love",eng,4.15,24730,https://images.gr-assets.com/books/1363682851m/21329.jpg,https://images.gr-assets.com/books/1363682851s/21329.jpg
5993,9580469717,Carlos Fuentes,1962.0,Aura,Aura,eng,3.8,11788,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5994,006074104X,Harriet Lerner,1985.0,The Dance of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships,The Dance Of Anger: A Woman's Guide to Changing the Patterns of Intimate Relationships,en-US,4.02,14640,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5996,1439178232,Jennifer Echols,2010.0,Forget You,Forget You,eng,3.79,24334,https://images.gr-assets.com/books/1311064362m/7129588.jpg,https://images.gr-assets.com/books/1311064362s/7129588.jpg
5998,330247042,William Goldman,1974.0,Marathon Man,Marathon Man,eng,4.11,15659,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5999,1607515423,Julie Klassen,2008.0,The Apothecary's Daughter,The Apothecary's Daughter,eng,3.79,15782,https://images.gr-assets.com/books/1325356997m/3870943.jpg,https://images.gr-assets.com/books/1325356997s/3870943.jpg
6001,345313151,Piers Anthony,1984.0,Bearing an Hourglass,"Bearing an Hourglass (Incarnations of Immortality, #2)",en-US,3.94,18817,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6002,698113578,"Claire Huchet Bishop, Kurt Wiese",1938.0,The Five Chinese Brothers,The Five Chinese Brothers,eng,4.18,20189,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6003,615417175,Jamie McGuire,2010.0,Providence,"Providence (Providence, #1)",eng,4.0,23568,https://images.gr-assets.com/books/1358276101m/9712492.jpg,https://images.gr-assets.com/books/1358276101s/9712492.jpg
6005,64440583,Arnold Lobel,1979.0,Days with Frog and Toad,"Days with Frog and Toad (Frog and Toad, #4)",eng,4.24,15912,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6008,006083577X,Megan Whalen Turner,2006.0,The King of Attolia,"The King of Attolia (The Queen's Thief, #3)",eng,4.37,22724,https://images.gr-assets.com/books/1293505327m/40159.jpg,https://images.gr-assets.com/books/1293505327s/40159.jpg
6010,393320928,Richard Feynman,1988.0,What Do You Care What Other People Think? Further Adventures of a Curious Character,What Do You Care What Other People Think?,eng,4.28,14948,https://images.gr-assets.com/books/1297913068m/5548.jpg,https://images.gr-assets.com/books/1297913068s/5548.jpg
6011,241141826,Paul Murray,2010.0,Skippy Dies,Skippy Dies,eng,3.72,14619,https://images.gr-assets.com/books/1301970939m/7146335.jpg,https://images.gr-assets.com/books/1301970939s/7146335.jpg
6016,61043583,Dorothy L. Sayers,1927.0,Unnatural Death,"Unnatural Death (Lord Peter Wimsey, #3)",eng,4.11,17742,https://images.gr-assets.com/books/1316244142m/192892.jpg,https://images.gr-assets.com/books/1316244142s/192892.jpg
6017,1559360615,Tony Kushner,1992.0,Angels in America: A Gay Fantasia on National Themes: Millennium Approaches (Part One),"Angels in America, Part One: Millennium Approaches",en-US,4.27,16814,https://images.gr-assets.com/books/1354209439m/92250.jpg,https://images.gr-assets.com/books/1354209439s/92250.jpg
6019,038077352X,Lisa Kleypas,1994.0,Dreaming of You ,"Dreaming of You (The Gamblers, #2)",en-US,4.22,24790,https://images.gr-assets.com/books/1443223862m/330721.jpg,https://images.gr-assets.com/books/1443223862s/330721.jpg
6020,375758739,Ruth Reichl,2001.0,Comfort Me with Apples: More Adventures at the Table,Comfort Me with Apples: More Adventures at the Table,eng,4.02,16021,https://images.gr-assets.com/books/1339885200m/8725.jpg,https://images.gr-assets.com/books/1339885200s/8725.jpg
6021,679601082,John Keats,1820.0,John Keats : The Complete Poems,The Complete Poems,eng,4.24,17101,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6022,671011332,Judith McNaught,1989.0,Almost Heaven,"Almost Heaven (Sequels, #3)",eng,4.33,19921,https://images.gr-assets.com/books/1351327172m/129621.jpg,https://images.gr-assets.com/books/1351327172s/129621.jpg
6023,143017861,Joseph Boyden,2005.0,Three Day Road,Three Day Road,eng,4.31,14563,https://images.gr-assets.com/books/1327905456m/823411.jpg,https://images.gr-assets.com/books/1327905456s/823411.jpg
6024,752852612,Dashiell Hammett,1929.0,Red Harvest,Red Harvest,eng,4.0,15636,https://images.gr-assets.com/books/1320423692m/30005.jpg,https://images.gr-assets.com/books/1320423692s/30005.jpg
6026,1421502410,"Masashi Kishimoto, Frances Wall",2002.0,NARUTO -ナルト- 巻ノ十一 ,"Naruto, Vol. 11: Impassioned Efforts (Naruto, #11)",eng,4.5,15214,https://images.gr-assets.com/books/1435525208m/204041.jpg,https://images.gr-assets.com/books/1435525208s/204041.jpg
6027,446583146,David Baldacci,2011.0,One Summer,One Summer,en-US,3.72,16767,https://images.gr-assets.com/books/1344267627m/9509289.jpg,https://images.gr-assets.com/books/1344267627s/9509289.jpg
6028,1416530711,Judith McNaught,1985.0,"Whitney, My Love","Whitney, My Love (Westmoreland, #2)",eng,4.19,23290,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6029,802132219,Khushwant Singh,1956.0,Train to Pakistan,Train to Pakistan,en-US,3.85,12439,https://images.gr-assets.com/books/1342220976m/785454.jpg,https://images.gr-assets.com/books/1342220976s/785454.jpg
6032,159448600X,Marlon James,2014.0,A Brief History of Seven Killings,A Brief History of Seven Killings,eng,3.86,13578,https://images.gr-assets.com/books/1399045083m/20893314.jpg,https://images.gr-assets.com/books/1399045083s/20893314.jpg
6033,525421556,Nina LaCour,2009.0,Hold Still,Hold Still,en-US,3.99,16238,https://images.gr-assets.com/books/1394240099m/6373717.jpg,https://images.gr-assets.com/books/1394240099s/6373717.jpg
6034,671702513,Julie Garwood,1991.0,The Prize,The Prize,eng,4.22,21157,https://images.gr-assets.com/books/1304789713m/107772.jpg,https://images.gr-assets.com/books/1304789713s/107772.jpg
6035,1455507199,Jami Attenberg,2012.0,The Middlesteins,The Middlesteins,eng,3.42,15075,https://images.gr-assets.com/books/1339727222m/13525938.jpg,https://images.gr-assets.com/books/1339727222s/13525938.jpg
6036,067443000X,"Thomas Piketty, Arthur Goldhammer",2013.0,Le capital au XXIe siècle ,Capital in the Twenty-First Century,eng,4.01,13045,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6038,067122350X,"Kay Thompson, Hilary Knight",1955.0,Eloise,Eloise ,eng,4.2,19765,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6039,857532014,Jonathan Stroud,2013.0,The Screaming Staircase,"The Screaming Staircase (Lockwood & Co., #1)",eng,4.19,15446,https://images.gr-assets.com/books/1369670906m/13555073.jpg,https://images.gr-assets.com/books/1369670906s/13555073.jpg
6040,804138818,Herman Koch,2011.0,Zomerhuis met zwembad,Summer House with Swimming Pool,eng,3.39,10230,https://images.gr-assets.com/books/1384734826m/18594633.jpg,https://images.gr-assets.com/books/1384734826s/18594633.jpg
6041,375724672,Peter Carey,2000.0,True History of the Kelly Gang,True History of the Kelly Gang,en-US,3.8,14347,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6042,006008216X,Elmore Leonard,1990.0,Get Shorty,"Get Shorty (Chili Palmer, #1)",eng,3.95,15747,https://images.gr-assets.com/books/1330673682m/702539.jpg,https://images.gr-assets.com/books/1330673682s/702539.jpg
6043,1476740488,K.A. Tucker,2013.0,One Tiny Lie,"One Tiny Lie (Ten Tiny Breaths, #2)",eng,4.3,27048,https://images.gr-assets.com/books/1380903726m/17302495.jpg,https://images.gr-assets.com/books/1380903726s/17302495.jpg
6044,451523482,"Nathanael West, Alfred Kazin",1939.0,The Day of the Locust,The Day of the Locust,eng,3.78,15798,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6045,679747044,James Gleick,1992.0,Genius: The Life and Science of Richard Feynman,Genius: The Life and Science of Richard Feynman,eng,4.16,14853,https://images.gr-assets.com/books/1320409497m/98685.jpg,https://images.gr-assets.com/books/1320409497s/98685.jpg
6047,553588451,Keri Arthur,2006.0,Full Moon Rising,Full Moon Rising (Riley Jenson Guardian #1),eng,3.89,25813,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6049,340752483,Rosamunde Pilcher,2000.0,Winter Solstice,Winter Solstice,eng,4.15,15426,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6050,1423165993,Ally Carter,2013.0,United We Spy,"United We Spy (Gallagher Girls, #6)",eng,4.44,22902,https://images.gr-assets.com/books/1368559827m/13580951.jpg,https://images.gr-assets.com/books/1368559827s/13580951.jpg
6051,045123054X,Rachel Caine,2009.0,"The Morganville Vampires, Volume 1","The Morganville Vampires, Volume 1 (The Morganville Vampires, #1-2)",eng,4.36,17329,https://images.gr-assets.com/books/1478780633m/6571723.jpg,https://images.gr-assets.com/books/1478780633s/6571723.jpg
6053,374292086,John Darnielle,2014.0,Wolf in White Van,Wolf in White Van,eng,3.72,14618,https://images.gr-assets.com/books/1393646533m/20575425.jpg,https://images.gr-assets.com/books/1393646533s/20575425.jpg
6054,449912426,Erich Maria Remarque,1936.0,Drei Kameraden,Three Comrades,eng,4.48,14321,https://images.gr-assets.com/books/1320543184m/91203.jpg,https://images.gr-assets.com/books/1320543184s/91203.jpg
6055,1423134494,Melissa de la Cruz,2010.0,Bloody Valentine,"Bloody Valentine (Blue Bloods, #5.5)",en-US,3.98,19903,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6056,375500723,Maya Angelou,1981.0,The Heart of a Woman,The Heart of a Woman,eng,4.19,15962,https://images.gr-assets.com/books/1417404078m/5160.jpg,https://images.gr-assets.com/books/1417404078s/5160.jpg
6058,316070629,"James Patterson, Richard DiLallo",2009.0,Alex Cross's Trial,"Alex Cross's Trial (Alex Cross, #15)",eng,3.92,17655,https://images.gr-assets.com/books/1336268218m/6266907.jpg,https://images.gr-assets.com/books/1336268218s/6266907.jpg
6059,385524382,"Ori Brafman, Rom Brafman",2008.0,Sway: The Irresistible Pull of Irrational Behavior,Sway: The Irresistible Pull of Irrational Behavior,en-US,3.75,14464,https://images.gr-assets.com/books/1320419177m/2118114.jpg,https://images.gr-assets.com/books/1320419177s/2118114.jpg
6060,27436292,"Marguerite Henry, Wesley Dennis",1948.0,King of the Wind: The Story of the Godolphin Arabian,King of the Wind: The Story of the Godolphin Arabian,eng,4.19,20089,https://images.gr-assets.com/books/1329982839m/423156.jpg,https://images.gr-assets.com/books/1329982839s/423156.jpg
6061,1451636016,Sam Harris,2014.0,Waking Up: A Guide to Spirituality Without Religion,Waking Up: A Guide to Spirituality Without Religion,eng,3.87,13778,https://images.gr-assets.com/books/1415677308m/18774981.jpg,https://images.gr-assets.com/books/1415677308s/18774981.jpg
6062,192835149,Jack London,1906.0,"The Call of the Wild, White Fang and Other Stories ","The Call of the Wild, White Fang and Other Stories",eng,3.97,16717,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6063,140277447,Iris Chang,1997.0,The Rape of Nanking: The Forgotten Holocaust of World War II,The Rape of Nanking,eng,4.08,16875,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6065,743271327,Annie Proulx,1997.0,Brokeback Mountain,Brokeback Mountain,en-US,3.93,19871,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6066,380782340,Susan Elizabeth Phillips,1997.0,Nobody's Baby But Mine,"Nobody's Baby But Mine (Chicago Stars, #3)",eng,4.06,26468,https://images.gr-assets.com/books/1298032580m/73080.jpg,https://images.gr-assets.com/books/1298032580s/73080.jpg
6067,1250010098,Lisa Scottoline,2014.0,Keep Quiet,Keep Quiet,eng,3.76,13556,https://images.gr-assets.com/books/1391355179m/17934416.jpg,https://images.gr-assets.com/books/1391355179s/17934416.jpg
6068,033041335X,Jeffrey Archer,2002.0,Sons of Fortune,Sons of Fortune,eng,3.83,13731,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6069,374266514,"Jostein Gaarder, Sarah Jane Hails",1990.0,Kabalmysteriet,The Solitaire Mystery: A Novel About Family and Destiny,eng,4.16,11085,https://images.gr-assets.com/books/1327883395m/48318.jpg,https://images.gr-assets.com/books/1327883395s/48318.jpg
6071,755328175,Jill Mansell,2009.0,Rumor Has it,Rumour Has It,eng,3.83,15669,https://images.gr-assets.com/books/1328202735m/6104943.jpg,https://images.gr-assets.com/books/1328202735s/6104943.jpg
6073,316123404,Iain M. Banks,2010.0,Surface Detail,Surface Detail (Culture #9),eng,4.22,15651,https://images.gr-assets.com/books/1287893375m/7937744.jpg,https://images.gr-assets.com/books/1287893375s/7937744.jpg
6075,440240948,Conn Iggulden,2002.0,The Gates of Rome,"The Gates of Rome (Emperor, #1)",eng,4.16,14370,https://images.gr-assets.com/books/1313874666m/330947.jpg,https://images.gr-assets.com/books/1313874666s/330947.jpg
6077,425173747,Agatha Christie,1975.0,Curtain: Poirot’s Last Case,"Curtain (Hercule Poirot, #39)",eng,4.05,18358,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6079,345495934,Laurell K. Hamilton,2008.0,Swallowing Darkness,"Swallowing Darkness (Merry Gentry, #7)",en-US,4.13,23079,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6081,316250813,Edan Lepucki,2014.0,California,California,eng,3.22,14870,https://images.gr-assets.com/books/1400863574m/18774020.jpg,https://images.gr-assets.com/books/1400863574s/18774020.jpg
6083,786818697,Mo Willems,2004.0,The Pigeon Finds a Hot Dog!,The Pigeon Finds a Hot Dog!,en-US,4.35,20510,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6084,080417766X,Chuck Wendig,2015.0,Aftermath,"Aftermath (Star Wars: Aftermath, #1)",eng,3.15,11207,https://images.gr-assets.com/books/1426620007m/25131600.jpg,https://images.gr-assets.com/books/1426620007s/25131600.jpg
6085,60776250,Ellen Schreiber,2006.0,"Vampireville (Vampire Kisses, #3)","Vampireville (Vampire Kisses, #3)",en-GB,3.92,21676,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6086,7120699,Agatha Christie,1938.0,Hercule Poirot's Christmas,"Hercule Poirot's Christmas (Hercule Poirot, #20)",eng,3.9,17971,https://images.gr-assets.com/books/1308808460m/16349.jpg,https://images.gr-assets.com/books/1308808460s/16349.jpg
6087,525953612,Jennifer Chiaverini,2013.0,Mrs. Lincoln's Dressmaker,Mrs. Lincoln's Dressmaker,eng,3.41,16366,https://images.gr-assets.com/books/1350586527m/15808287.jpg,https://images.gr-assets.com/books/1350586527s/15808287.jpg
6088,9953320993,Safiy al-Rahman al-Mubarakfuri,1979.0, الرحيق المختوم: بحث في السيرة النبوية على صاحبها أفضل الصلاة والسلام ,الرحيق المختوم,ara,4.57,10558,https://images.gr-assets.com/books/1289025514m/545425.jpg,https://images.gr-assets.com/books/1289025514s/545425.jpg
6089,307460207,Sarah McCoy,2012.0,The Baker's Daughter,The Baker's Daughter,eng,3.94,12752,https://images.gr-assets.com/books/1404963150m/12547098.jpg,https://images.gr-assets.com/books/1404963150s/12547098.jpg
6091,823404706,"Trina Schart Hyman, Johann Grimm, Wilhelm Grimm",1983.0,Rotkäppchen,Little Red Riding Hood,eng,4.11,19224,https://images.gr-assets.com/books/1314485414m/920143.jpg,https://images.gr-assets.com/books/1314485414s/920143.jpg
6092,439995442,Dav Pilkey,1999.0,Captain Underpants and the Attack of the Talking Toilets,"Captain Underpants and the Attack of the Talking Toilets (Captain Underpants, #2)",en-GB,3.99,25873,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6093,857203312,"Martin Pistorius, Megan Lloyd Davies",2011.0,Ghost Boy,Ghost Boy,eng,3.96,10303,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6094,804137382,Greg McKeown,2014.0,Essentialism: The Disciplined Pursuit of Less,Essentialism: The Disciplined Pursuit of Less,eng,3.99,16137,https://images.gr-assets.com/books/1403165375m/18077875.jpg,https://images.gr-assets.com/books/1403165375s/18077875.jpg
6095,743249291,Philippa Gregory,1987.0,Wideacre,"Wideacre  (The Wideacre Trilogy, #1)",eng,3.28,17469,https://images.gr-assets.com/books/1289170133m/16188.jpg,https://images.gr-assets.com/books/1289170133s/16188.jpg
6100,872201929,"René Descartes, Donald A. Cress",1641.0,Meditationes de prima philosophia,Meditations on First Philosophy,eng,3.69,14811,https://images.gr-assets.com/books/1405624521m/30658.jpg,https://images.gr-assets.com/books/1405624521s/30658.jpg
6101,749748001,Enid Blyton,1939.0,The Enchanted Wood,"The Enchanted Wood (The Faraway Tree, #1)",eng,4.24,16470,https://images.gr-assets.com/books/1428732266m/17491.jpg,https://images.gr-assets.com/books/1428732266s/17491.jpg
6104,1401340873,Lauren Groff,2012.0,Arcadia,Arcadia,eng,3.65,14622,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6106,345528697,Melanie Benjamin,2016.0,The Swans of Fifth Avenue,The Swans of Fifth Avenue,eng,3.58,13735,https://images.gr-assets.com/books/1431898319m/25279165.jpg,https://images.gr-assets.com/books/1431898319s/25279165.jpg
6107,1591828783,"CLAMP, Maria Simpson",1996.0,カードキャプターさくら,"Cardcaptor Sakura, Vol. 1 (Cardcaptor Sakura, #1)",eng,4.3,17547,https://images.gr-assets.com/books/1451030958m/229145.jpg,https://images.gr-assets.com/books/1451030958s/229145.jpg
6108,60525126,Meg Cabot,2006.0,Size 14 Is Not Fat Either,"Size 14 Is Not Fat Either (Heather Wells, #2)",eng,3.83,24045,https://images.gr-assets.com/books/1479654269m/23217.jpg,https://images.gr-assets.com/books/1479654269s/23217.jpg
6111,061808360X,Dian Fossey,1983.0,Gorillas in the Mist,Gorillas in the Mist,en-US,4.16,16551,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6112,451210638,"Jeffery Hudson, Michael Crichton",1968.0,A Case of Need,A Case of Need,en-US,3.6,14109,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6113,805097457,Adelle Waldman,2013.0,The Love Affairs of Nathaniel P. ,The Love Affairs of Nathaniel P.,en-CA,3.3,12598,https://images.gr-assets.com/books/1361026301m/16045140.jpg,https://images.gr-assets.com/books/1361026301s/16045140.jpg
6116,312374976,Linda Castillo,2009.0,Sworn to Silence,"Sworn to Silence (Kate Burkholder, #1)",eng,4.0,17862,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6117,425256227,Ilona Andrews,2014.0,Magic Breaks,"Magic Breaks (Kate Daniels, #7)",eng,4.52,22583,https://images.gr-assets.com/books/1383236969m/12119529.jpg,https://images.gr-assets.com/books/1383236969s/12119529.jpg
6118,413771008,"Anton Chekhov, Michael Frayn",1895.0,Чайка,The Seagull,eng,3.92,15997,https://images.gr-assets.com/books/1443340069m/79649.jpg,https://images.gr-assets.com/books/1443340069s/79649.jpg
6119,4103534257,"Haruki Murakami, 村上 春樹",2010.0,1Q84 Book 3 [Ichi-kyū-hachi-yon],"1Q84 BOOK 3 (1Q84, #3)",jpn,3.86,10317,https://images.gr-assets.com/books/1327559269m/7717482.jpg,https://images.gr-assets.com/books/1327559269s/7717482.jpg
6120,330418874,Meg Cabot,2004.0,Boy Meets Girl,"Boy Meets Girl (Boy, #2)",eng,3.82,21851,https://images.gr-assets.com/books/1328033372m/93723.jpg,https://images.gr-assets.com/books/1328033372s/93723.jpg
6121,60097477,Louise Rennison,2002.0,Dancing in my nuddy-pants!,"Dancing in My Nuddy-Pants (Confessions of Georgia Nicolson, #4)",eng,4.01,18451,https://images.gr-assets.com/books/1327885836m/402015.jpg,https://images.gr-assets.com/books/1327885836s/402015.jpg
6122,345413997,Robert A. Heinlein,1957.0,The Door into Summer,The Door Into Summer,eng,4.0,15298,https://images.gr-assets.com/books/1342241886m/348.jpg,https://images.gr-assets.com/books/1342241886s/348.jpg
6123,316011274,Julie Anne Peters,2004.0,Luna,Luna,en-US,3.86,17859,https://images.gr-assets.com/books/1339269673m/316445.jpg,https://images.gr-assets.com/books/1339269673s/316445.jpg
6124,1400077915,Alice Munro,2004.0,Runaway,Runaway,eng,3.98,13389,https://images.gr-assets.com/books/1431005856m/14280.jpg,https://images.gr-assets.com/books/1431005856s/14280.jpg
6125,1841494186,Iain M. Banks,2008.0,Matter,"Matter (Culture, #8)",eng,4.03,15438,https://images.gr-assets.com/books/1327954631m/886066.jpg,https://images.gr-assets.com/books/1327954631s/886066.jpg
6127,393310329,E.M. Forster,1971.0,Maurice,Maurice,eng,4.02,16301,https://images.gr-assets.com/books/1361934128m/3103.jpg,https://images.gr-assets.com/books/1361934128s/3103.jpg
6128,1441836314,"J.D. Robb, Susan Ericksen",2011.0,New York to Dallas,"New York to Dallas (In Death, #33)",eng,4.42,17108,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6129,60080841,Ira Levin,1972.0,The Stepford Wives,The Stepford Wives,eng,3.71,17382,https://images.gr-assets.com/books/1403404262m/52350.jpg,https://images.gr-assets.com/books/1403404262s/52350.jpg
6130,671890913,Cornelius Ryan,1959.0,The Longest Day,The Longest Day,eng,4.31,14949,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6131,60584033,Janet Evanovich,2006.0,Motor Mouth,Motor Mouth (Alex Barnaby #2),en-US,3.66,20983,https://images.gr-assets.com/books/1479699584m/6426.jpg,https://images.gr-assets.com/books/1479699584s/6426.jpg
6132,743437349,D.J. MacHale,2003.0,The Reality Bug,"The Reality Bug (Pendragon, #4)",eng,4.15,19049,https://images.gr-assets.com/books/1431402995m/215541.jpg,https://images.gr-assets.com/books/1431402995s/215541.jpg
6133,446195510,David Baldacci,2009.0,True Blue,True Blue,eng,3.84,15757,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
